customer_key,customer_number,customer_name,age,customer_segment,last_order_date,recency,total_orders,total_sales,Avg_order_value,Avg_monthly_spends,total_quantity,total_products,lifespan
9157,AW00020156,Jay Madan,44,REGULAR,2013-02-25,158,2,4139,2069,2069,3,3,16
9158,AW00020157,Riley Reed,43,REGULAR,2013-02-07,158,2,4118,2059,2059,2,2,16
9159,AW00020158,Rodney Blanco,42,REGULAR,2013-01-31,159,2,4153,2076,2076,3,3,15
9160,AW00020159,Ernest Zhu,42,REGULAR,2013-02-07,158,2,4167,2083,2083,5,5,16
9161,AW00020160,George Garcia,42,REGULAR,2013-02-22,158,2,4237,2118,2118,6,6,17
9162,AW00020161,Albert Sanz,72,NEW,2013-06-26,154,1,39,39,39,2,2,0
9163,AW00020162,Kelsey Nath,77,REGULAR,2013-04-10,156,2,1966,983,983,4,4,14
9164,AW00020163,Krystal Zhang,78,REGULAR,2013-04-16,156,2,1903,951,951,2,2,13
9165,AW00020164,Carol Ann Rockne,77,REGULAR,2013-09-18,151,2,3150,1575,1575,3,3,29
9166,AW00020165,Kristina Mehta,78,REGULAR,2013-09-07,151,2,3191,1595,1595,5,5,29
9167,AW00020166,Monique Gutierrez,59,REGULAR,2013-04-05,156,2,1967,983,983,5,5,13
9168,AW00020167,Joe Serrano,54,REGULAR,2013-09-25,151,2,3142,1571,1571,2,2,28
9169,AW00020168,Jessie Serrano,60,NEW,2013-12-31,148,1,32,32,32,2,2,0
9170,AW00020169,Garrett Gray,60,NEW,2014-01-25,147,1,79,79,79,4,4,0
9171,AW00020170,Jerome Martin,61,REGULAR,2013-10-16,150,2,3177,1588,1588,3,3,29
9172,AW00020171,Bailey King,61,REGULAR,2013-05-06,155,2,1938,969,969,3,3,14
9173,AW00020172,Kelli Gao,56,REGULAR,2013-11-25,149,2,3150,1575,1575,3,3,30
9174,AW00020173,Dennis Zhao,45,REGULAR,2013-04-14,156,2,3181,1590,1590,5,5,22
9175,AW00020174,Douglas Gonzalez,48,NEW,2013-10-16,150,1,30,30,30,1,1,0
9176,AW00020175,Alisha Lu,47,NEW,2013-07-09,153,1,1214,1214,1214,4,4,0
9177,AW00020176,Antonio Alexander,40,NEW,2013-10-01,150,1,32,32,32,2,2,0
9178,AW00020177,Kelvin Li,40,NEW,2013-06-11,154,1,6,6,6,2,2,0
9179,AW00020178,Deborah Anand,41,NEW,2013-03-21,157,1,4,4,4,1,1,0
9180,AW00020179,Denise Patel,42,NEW,2013-06-01,154,1,25,25,25,1,1,0
9181,AW00020180,Amanda Sanders,59,NEW,2013-01-01,159,1,2488,2488,2488,4,4,0
9182,AW00020181,Catherine Brooks,59,NEW,2013-01-10,159,1,2443,2443,2443,1,1,0
9183,AW00020182,Isabelle Price,59,VIP,2013-11-05,149,2,5750,2875,2875,3,3,23
9184,AW00020183,Sophia Allen,47,NEW,2013-01-29,159,1,2451,2451,2451,2,2,0
9185,AW00020184,Jessica Richardson,60,NEW,2013-04-26,156,1,124,124,124,2,2,0
9186,AW00020185,Xavier Cooper,59,NEW,2013-09-16,151,1,70,70,70,1,1,0
9187,AW00020186,Connor Li,59,REGULAR,2013-10-04,150,2,3191,1595,1595,2,2,21
9188,AW00020187,Robert King,59,NEW,2013-06-16,154,1,1179,1179,1179,3,3,0
9189,AW00020188,Kimberly Watson,59,REGULAR,2013-10-26,150,2,3226,1613,1613,3,3,21
9190,AW00020189,Grace Hall,48,NEW,2013-09-15,151,1,5,5,5,1,1,0
9191,AW00020190,Angela Reed,53,NEW,2013-06-20,154,1,1204,1204,1204,4,4,0
9192,AW00020191,Chad Rai,54,NEW,2013-06-28,154,1,1143,1143,1143,4,4,0
9193,AW00020192,Amber Campbell,53,NEW,2013-06-14,154,1,1155,1155,1155,2,2,0
9194,AW00020193,Alyssa Gray,48,NEW,2013-06-10,154,1,1120,1120,1120,1,1,0
9195,AW00020194,Connor Campbell,60,NEW,2013-06-23,154,1,1174,1174,1174,2,2,0
9196,AW00020195,Blake Wilson,60,NEW,2013-06-02,154,1,1174,1174,1174,2,2,0
9197,AW00020196,Cameron Perry,60,NEW,2013-06-27,154,1,1120,1120,1120,1,1,0
9198,AW00020197,Olivia Johnson,61,NEW,2013-06-23,154,1,1145,1145,1145,2,2,0
9199,AW00020198,Sierra Evans,61,NEW,2013-06-13,154,1,1174,1174,1174,2,2,0
9200,AW00020199,Hailey Cook,61,NEW,2013-02-20,158,1,2502,2502,2502,3,3,0
9201,AW00020200,Noah Gonzales,62,NEW,2013-01-28,159,1,2480,2480,2480,3,3,0
9202,AW00020201,Chloe Harris,61,NEW,2014-01-28,147,1,134,134,134,2,2,0
9203,AW00020202,Alexandra Jones,61,NEW,2013-12-08,148,1,46,46,46,4,4,0
9204,AW00020203,Roy Blanco,50,NEW,2013-09-22,151,1,120,120,120,2,2,0
9205,AW00020204,Renee Carlson,56,NEW,2013-01-30,159,1,2476,2476,2476,2,2,0
9206,AW00020205,Bryce Cox,63,NEW,2013-06-12,154,1,1184,1184,1184,4,4,0
9207,AW00020206,Olivia Murphy,63,REGULAR,2013-10-27,150,2,3204,1602,1602,3,3,21
9208,AW00020207,Angel Bailey,57,NEW,2013-06-12,154,1,1134,1134,1134,3,3,0
9209,AW00020208,Austin Hayes,63,REGULAR,2013-09-30,151,2,3219,1609,1609,3,3,21
9210,AW00020209,Andrea Turner,63,REGULAR,2013-10-10,150,2,3268,1634,1634,6,6,21
9211,AW00020210,Stephanie Powell,62,NEW,2013-02-17,158,1,2478,2478,2478,2,2,0
9212,AW00020211,Scott Rodgers,53,VIP,2013-06-01,154,2,5333,2666,2666,3,3,20
9213,AW00020212,Krista Alonso,51,NEW,2013-12-15,148,2,100,50,50,6,6,7
9214,AW00020213,Gina Dominguez,51,VIP,2013-06-05,154,2,6029,3014,3014,3,3,20
9215,AW00020214,Trisha Liu,52,VIP,2013-06-25,154,2,5304,2652,2652,3,3,20
9216,AW00020215,Ioannis Xylaras,52,VIP,2013-06-07,154,2,5279,2639,2639,2,2,20
9217,AW00020216,Shawn Chander,53,VIP,2013-06-04,154,2,5338,2669,2669,4,4,20
9218,AW00020217,Valerie Wang,43,VIP,2013-06-04,154,2,6089,3044,3044,5,5,20
9219,AW00020218,Drew Xie,48,NEW,2013-05-03,155,2,104,52,52,7,7,1
9220,AW00020219,Colleen Harrison,51,VIP,2013-05-31,155,2,6044,3022,3022,5,5,19
9221,AW00020220,Wendy Carlson,51,VIP,2013-06-06,154,2,6060,3030,3030,5,5,20
9222,AW00020221,Kaylee Sanders,46,VIP,2013-06-15,154,2,6035,3017,3017,4,4,20
9223,AW00020222,Melissa Morgan,48,NEW,2013-12-18,148,2,74,37,37,5,5,6
9224,AW00020223,Terrance Malhotra,48,NEW,2013-12-28,148,2,187,93,93,8,8,1
9225,AW00020224,Lawrence Gill,54,NEW,2013-10-05,150,2,44,22,44,4,4,0
9226,AW00020225,Sharon Rai,54,VIP,2013-06-16,154,2,6056,3028,3028,3,3,20
9227,AW00020226,Valerie She,55,VIP,2013-06-05,154,2,6067,3033,3033,5,5,20
9228,AW00020227,Louis Zhang,54,VIP,2013-06-22,154,2,6054,3027,3027,3,3,20
9229,AW00020228,Raymond Arthur,55,VIP,2013-05-30,155,2,6093,3046,3046,5,5,19
9230,AW00020229,Austin Walker,55,NEW,2013-08-19,152,1,70,70,70,3,3,0
9231,AW00020230,Gary Munoz,50,NEW,2013-06-13,154,1,32,32,32,2,2,0
9232,AW00020231,Kelvin Zhou,56,NEW,2013-05-23,155,1,60,60,60,3,3,0
9233,AW00020232,Franklin Chande,57,NEW,2013-06-13,154,1,92,92,92,4,4,0
9234,AW00020233,Jenny Raje,57,NEW,2013-05-03,155,1,70,70,70,3,3,0
9235,AW00020234,Gerald Mehta,56,NEW,2013-02-23,158,1,32,32,32,2,2,0
9236,AW00020235,Kenneth Deng,57,NEW,2013-12-13,148,1,35,35,35,2,2,0
9237,AW00020236,Cesar Chandra,58,VIP,2013-06-30,154,2,5279,2639,2639,2,2,20
9238,AW00020237,Hunter Yang,58,NEW,2013-02-01,158,1,21,21,21,1,1,0
9239,AW00020238,Anna Watson,53,VIP,2013-06-23,154,2,6021,3010,3010,2,2,20
9240,AW00020239,Jill Ortega,42,VIP,2013-06-19,154,2,6093,3046,3046,5,5,20
9241,AW00020240,Beth Rubio,60,NEW,2013-10-16,150,1,57,57,57,3,3,0
9242,AW00020241,Cesar Mehta,59,VIP,2013-07-20,153,2,5347,2673,2673,5,5,21
9243,AW00020242,Christopher Thomas,89,VIP,2013-06-13,154,2,6068,3034,3034,6,6,20
9244,AW00020243,Tamara Ye,55,NEW,2013-05-22,155,1,60,60,60,3,3,0
9245,AW00020244,Dawn Raji,55,VIP,2013-06-13,154,2,6021,3010,3010,2,2,20
9246,AW00020245,Darren Malhotra,54,VIP,2013-07-21,153,2,6085,3042,3042,5,5,21
9247,AW00020246,Mindy Xu,49,VIP,2013-06-30,154,2,6035,3017,3017,4,4,21
9248,AW00020247,Kristina Lopez,54,VIP,2013-07-25,153,2,6056,3028,3028,3,3,21
9249,AW00020248,Gina Suarez,61,NEW,2013-12-26,148,1,70,70,70,3,3,0
9250,AW00020249,Tasha Kumar,61,VIP,2013-07-24,153,2,5333,2666,2666,3,3,21
9251,AW00020250,Charles Garcia,61,NEW,2013-04-18,156,1,37,37,37,3,3,0
9252,AW00020251,Luis Li,61,NEW,2013-04-22,156,1,59,59,59,3,3,0
9253,AW00020252,Darrell Raje,55,NEW,2013-09-01,151,1,70,70,70,3,3,0
9254,AW00020253,Veronica Kapoor,50,VIP,2013-07-26,153,2,6035,3017,3017,4,4,22
9255,AW00020254,Dana Gutierrez,56,NEW,2013-09-16,151,1,60,60,60,3,3,0
9256,AW00020255,Stephanie Russell,50,NEW,2013-02-10,158,1,75,75,75,2,2,0
9257,AW00020256,Javier Serrano,51,VIP,2013-07-17,153,2,6029,3014,3014,3,3,20
9258,AW00020257,Roy Carlson,51,NEW,2014-01-24,147,1,21,21,21,1,1,0
9259,AW00020258,Katelyn Ward,47,VIP,2013-07-13,153,2,6029,3014,3014,3,3,20
9260,AW00020259,Jenny Andersen,52,VIP,2013-07-19,153,2,6029,3014,3014,3,3,20
9261,AW00020260,Ethan Martinez,59,VIP,2013-06-30,154,2,5314,2657,2657,3,3,19
9262,AW00020261,Mariah Rivera,59,VIP,2013-07-30,153,2,5314,2657,2657,3,3,20
9263,AW00020262,Brett Prasad,59,NEW,2013-07-01,153,1,27,27,27,3,3,0
9264,AW00020263,Steve Zhou,58,NEW,2013-11-26,149,1,21,21,21,1,1,0
9265,AW00020264,Jay Carlson,54,VIP,2013-07-23,153,2,5333,2666,2666,3,3,20
9266,AW00020265,Clarence Guo,60,NEW,2013-03-13,157,1,32,32,32,2,2,0
9267,AW00020266,Summer Gonzalez,54,NEW,2013-04-20,156,1,60,60,60,3,3,0
9268,AW00020267,Monica Garcia,55,NEW,2013-08-05,152,1,49,49,49,3,3,0
9269,AW00020268,Jorge He,55,NEW,2013-10-23,150,1,21,21,21,1,1,0
9270,AW00020269,Hunter Foster,66,NEW,2013-10-28,150,1,5,5,5,1,1,0
9271,AW00020270,Kevin Phillips,45,NEW,2013-04-22,156,1,79,79,79,2,2,0
9272,AW00020271,Barry Fernandez,45,NEW,2013-07-17,153,1,120,120,120,2,2,0
9273,AW00020272,Seth James,46,NEW,2013-09-24,151,1,94,94,94,2,2,0
9274,AW00020273,Katherine Martin,44,NEW,2013-09-28,151,1,40,40,40,2,2,0
9275,AW00020274,Brent Wang,45,NEW,2013-08-02,152,1,70,70,70,1,1,0
9276,AW00020275,Angela Kelly,41,NEW,2014-01-13,147,1,134,134,134,2,2,0
9277,AW00020276,Haley Sanchez,40,NEW,2014-01-05,147,1,129,129,129,3,3,0
9278,AW00020277,Mary Hall,83,NEW,2013-05-03,155,1,5,5,5,1,1,0
9279,AW00020278,Alisha Oliver,43,NEW,2013-03-03,157,1,70,70,70,1,1,0
9280,AW00020279,Trevor Henderson,44,NEW,2013-03-16,157,1,144,144,144,3,3,0
9281,AW00020280,Joshua Harris,41,NEW,2013-09-14,151,2,96,48,48,5,5,6
9282,AW00020281,Karl Xie,42,NEW,2013-06-18,154,1,1179,1179,1179,3,3,0
9283,AW00020282,Trisha Xu,82,NEW,2013-07-05,153,1,37,37,37,3,3,0
9284,AW00020283,Katie Shen,75,VIP,2013-08-19,152,2,5314,2657,2657,3,3,21
9285,AW00020284,Deanna Ashe,78,VIP,2013-08-28,152,2,5328,2664,2664,5,5,21
9286,AW00020285,Aaron Alexander,44,NEW,2013-12-13,148,1,70,70,70,1,1,0
9287,AW00020286,Stacey Wu,44,NEW,2013-04-24,156,1,79,79,79,2,2,0
9288,AW00020287,Destiny Simmons,44,NEW,2013-09-11,151,1,144,144,144,3,3,0
9289,AW00020288,Jeremiah Edwards,45,NEW,2013-11-09,149,1,94,94,94,2,2,0
9290,AW00020289,Jada Richardson,45,NEW,2013-08-22,152,1,70,70,70,1,1,0
9291,AW00020290,Austin Simmons,44,NEW,2013-04-09,156,1,124,124,124,2,2,0
9292,AW00020291,Alexis Walker,45,NEW,2013-06-23,154,1,1151,1151,1151,4,4,0
9293,AW00020292,Katherine Ross,41,NEW,2013-10-30,150,1,120,120,120,2,2,0
9294,AW00020293,Rachel Jackson,47,NEW,2013-09-15,151,1,70,70,70,1,1,0
9295,AW00020294,Julia Davis,41,NEW,2013-09-13,151,1,120,120,120,2,2,0
9296,AW00020295,Christopher Brown,47,NEW,2013-06-13,154,1,1174,1174,1174,2,2,0
9297,AW00020296,Morgan Diaz,48,NEW,2013-05-30,155,1,1145,1145,1145,2,2,0
9298,AW00020297,Valerie Wu,48,NEW,2013-03-12,157,1,2466,2466,2466,4,4,0
9299,AW00020298,Edgar Arun,48,NEW,2014-01-26,147,1,70,70,70,1,1,0
9300,AW00020299,Megan Cook,52,NEW,2013-04-13,156,1,57,57,57,2,2,0
9301,AW00020300,Xavier Garcia,53,NEW,2013-09-25,151,1,72,72,72,2,2,0
9302,AW00020301,Gloria Bradley,47,NEW,2013-05-23,155,1,70,70,70,1,1,0
9303,AW00020302,Tasha Andersen,47,NEW,2013-03-24,157,1,2451,2451,2451,2,2,0
9304,AW00020303,Bryce Morgan,53,NEW,2013-03-24,157,1,2512,2512,2512,4,4,0
9305,AW00020304,Jesse Edwards,41,NEW,2013-06-19,154,1,1170,1170,1170,2,2,0
9306,AW00020305,Caleb Ross,41,NEW,2013-10-06,150,1,70,70,70,1,1,0
9307,AW00020306,Mary Baker,41,NEW,2013-05-01,155,1,70,70,70,1,1,0
9308,AW00020307,Natalie Blue,42,NEW,2013-06-09,154,1,120,120,120,2,2,0
9309,AW00020308,Pieter Uittenbogaard,41,NEW,2013-03-18,157,1,70,70,70,1,1,0
9310,AW00020309,Cristina Sharma,71,NEW,2014-01-04,147,1,69,69,69,2,2,0
9311,AW00020310,Timothy Ramirez,42,NEW,2013-06-19,154,1,1149,1149,1149,3,3,0
9312,AW00020311,Cole Bell,42,NEW,2013-11-17,149,1,120,120,120,2,2,0
9313,AW00020312,Ryan Lewis,43,NEW,2013-05-06,155,1,5,5,5,1,1,0
9314,AW00020313,Oscar Bennett,42,NEW,2013-12-02,148,1,94,94,94,2,2,0
9315,AW00020314,Russell Deng,73,NEW,2013-11-22,149,1,68,68,68,3,3,0
9316,AW00020315,Devin Ramirez,42,NEW,2013-06-15,154,1,133,133,133,3,3,0
9317,AW00020316,Suzanne Zhang,74,NEW,2013-02-26,158,1,40,40,40,2,2,0
9318,AW00020317,Alex Green,75,NEW,2013-03-28,157,1,59,59,59,2,2,0
9319,AW00020318,Amanda Turner,44,REGULAR,2013-10-27,150,2,3241,1620,1620,3,3,20
9320,AW00020319,Dylan Alexander,49,NEW,2013-06-14,154,1,1155,1155,1155,2,2,0
9321,AW00020320,Mindy Nath,49,NEW,2013-06-07,154,1,1155,1155,1155,2,2,0
9322,AW00020321,Colleen Chen,49,NEW,2013-06-10,154,1,1155,1155,1155,2,2,0
9323,AW00020322,Rachel Wood,58,NEW,2013-12-25,148,1,70,70,70,1,1,0
9324,AW00020323,Justin Coleman,57,NEW,2013-03-21,157,1,2492,2492,2492,4,4,0
9325,AW00020324,Ashley Rodriguez,52,NEW,2013-03-29,157,1,2544,2544,2544,4,4,0
9326,AW00020325,Charles Williams,58,NEW,2013-10-31,150,1,79,79,79,2,2,0
9327,AW00020326,Paige Blue,57,NEW,2013-04-28,156,1,129,129,129,3,3,0
9328,AW00020327,Sophia Perez,52,NEW,2013-05-18,155,1,70,70,70,1,1,0
9329,AW00020328,Sierra Carter,46,NEW,2013-08-18,152,1,120,120,120,2,2,0
9330,AW00020329,Jose Yang,52,NEW,2013-10-23,150,1,70,70,70,1,1,0
9331,AW00020330,Nathan Thomas,53,NEW,2013-12-31,148,1,72,72,72,4,4,0
9332,AW00020331,Jeremy Cox,59,NEW,2013-05-29,155,1,134,134,134,2,2,0
9333,AW00020332,Danny Navarro,59,NEW,2013-09-11,151,1,79,79,79,2,2,0
9334,AW00020333,Abigail Gonzales,58,NEW,2013-11-15,149,1,70,70,70,1,1,0
9335,AW00020334,Jeremiah Mitchell,53,NEW,2013-02-13,158,1,70,70,70,1,1,0
9336,AW00020335,Adam Gonzales,59,NEW,2013-09-23,151,1,70,70,70,1,1,0
9337,AW00020336,Ian Young,53,NEW,2013-12-15,148,1,70,70,70,1,1,0
9338,AW00020337,Xavier Hall,47,NEW,2013-03-04,157,1,2452,2452,2452,2,2,0
9339,AW00020338,Anna James,59,NEW,2013-10-21,150,1,124,124,124,2,2,0
9340,AW00020339,Kaitlyn Hughes,58,NEW,2013-03-27,157,1,2528,2528,2528,3,3,0
9341,AW00020340,Makayla Kelly,59,NEW,2013-03-31,157,1,2443,2443,2443,1,1,0
9342,AW00020341,Tyler Smith,60,NEW,2013-07-28,153,1,57,57,57,2,2,0
9343,AW00020342,Aimee Lu,60,NEW,2013-10-07,150,1,79,79,79,2,2,0
9344,AW00020343,Sierra Hill,60,NEW,2013-02-06,158,1,70,70,70,1,1,0
9345,AW00020344,Ashlee Anand,59,NEW,2013-03-08,157,1,120,120,120,2,2,0
9346,AW00020345,Regina Martinez,54,NEW,2013-04-12,156,1,2521,2521,2521,4,4,0
9347,AW00020346,Angelica Washington,60,NEW,2013-04-20,156,1,2565,2565,2565,5,5,0
9348,AW00020347,Savannah Roberts,48,NEW,2013-04-20,156,1,2443,2443,2443,1,1,0
9349,AW00020348,Chloe Evans,43,NEW,2013-04-08,156,1,2511,2511,2511,4,4,0
9350,AW00020349,Nicole Harris,65,NEW,2013-07-04,153,1,70,70,70,1,1,0
9351,AW00020350,Isabella Campbell,66,REGULAR,2013-11-08,149,2,3226,1613,1613,3,3,21
9352,AW00020351,Maria Gonzalez,66,NEW,2013-09-20,151,1,120,120,120,2,2,0
9353,AW00020352,Melissa Foster,66,NEW,2013-04-16,156,1,79,79,79,2,2,0
9354,AW00020353,Allison Phillips,66,NEW,2013-04-19,156,1,79,79,79,2,2,0
9355,AW00020354,Austin Williams,66,NEW,2013-05-27,155,1,32,32,32,3,3,0
9356,AW00020355,Melanie Gray,67,NEW,2013-10-02,150,1,79,79,79,2,2,0
9357,AW00020356,Louis Lu,85,NEW,2013-12-15,148,1,79,79,79,2,2,0
9358,AW00020357,Julian Price,85,NEW,2013-06-20,154,1,70,70,70,1,1,0
9359,AW00020358,Brian Murphy,80,NEW,2013-05-03,155,1,124,124,124,2,2,0
9360,AW00020359,Rachel Blue,86,NEW,2013-06-07,154,1,79,79,79,2,2,0
9361,AW00020360,Brianna Russell,86,NEW,2013-08-22,152,1,79,79,79,2,2,0
9362,AW00020361,Jonathon Moreno,84,NEW,2013-02-14,158,1,70,70,70,1,1,0
9363,AW00020362,Seth Gonzalez,84,NEW,2013-11-11,149,1,70,70,70,1,1,0
9364,AW00020363,Alexander Brown,85,NEW,2013-11-11,149,1,144,144,144,3,3,0
9365,AW00020364,Anna Jackson,85,NEW,2013-12-21,148,1,79,79,79,2,2,0
9366,AW00020365,Isaac Scott,60,NEW,2014-01-26,147,1,70,70,70,1,1,0
9367,AW00020366,Marcus Powell,55,NEW,2013-02-24,158,1,70,70,70,1,1,0
9368,AW00020367,Jessica Anderson,50,NEW,2013-11-30,149,1,129,129,129,3,3,0
9369,AW00020368,Thomas Jackson,66,NEW,2013-05-06,155,1,70,70,70,1,1,0
9370,AW00020369,Trevor Barnes,61,NEW,2013-05-08,155,1,65,65,65,3,3,0
9371,AW00020370,Blake Young,66,NEW,2013-05-08,155,1,50,50,50,3,3,0
9372,AW00020371,Grace Bryant,67,NEW,2013-06-15,154,1,1174,1174,1174,2,2,0
9373,AW00020372,Kaitlyn Edwards,61,NEW,2013-06-12,154,1,1184,1184,1184,4,4,0
9374,AW00020373,Morgan Williams,61,REGULAR,2013-11-08,149,2,3226,1613,1613,3,3,20
9375,AW00020374,Fernando Adams,67,NEW,2013-05-31,155,1,1120,1120,1120,1,1,0
9376,AW00020375,Olivia Perry,68,REGULAR,2013-11-05,149,2,4438,2219,2219,4,4,19
9377,AW00020376,Destiny Lewis,67,NEW,2013-04-26,156,1,2476,2476,2476,2,2,0
9378,AW00020377,Brian Reed,68,NEW,2013-05-27,155,1,2443,2443,2443,1,1,0
9379,AW00020378,Nathan Jai,78,NEW,2013-02-15,158,1,120,120,120,2,2,0
9380,AW00020379,Brittney Chen,83,NEW,2013-08-05,152,1,124,124,124,2,2,0
9381,AW00020380,Catherine Reed,78,NEW,2013-04-21,156,1,7,7,7,2,2,0
9382,AW00020381,Blake Bennett,83,NEW,2013-10-30,150,1,70,70,70,1,1,0
9383,AW00020382,Jack Hernandez,82,NEW,2013-04-30,156,1,2482,2482,2482,4,4,0
9384,AW00020383,Richard Hernandez,81,NEW,2013-10-26,150,1,94,94,94,2,2,0
9385,AW00020384,Luis Gonzalez,82,NEW,2013-05-25,155,1,129,129,129,3,3,0
9386,AW00020385,Jason Patterson,81,NEW,2013-05-15,155,1,2528,2528,2528,3,3,0
9387,AW00020386,Anna Russell,81,NEW,2013-05-08,155,1,2482,2482,2482,4,4,0
9388,AW00020387,Jordan Adams,80,NEW,2013-07-06,153,1,1194,1194,1194,3,3,0
9389,AW00020388,Natasha Gill,80,NEW,2013-09-04,151,1,10,10,10,1,1,0
9390,AW00020389,Lee Romero,81,NEW,2013-11-04,149,1,23,23,23,3,3,0
9391,AW00020390,Ross Ramos,81,NEW,2013-08-25,152,1,15,15,15,2,2,0
9392,AW00020391,Meghan Serrano,81,NEW,2013-02-08,158,1,24,24,24,3,3,0
9393,AW00020392,Destiny Ramirez,81,NEW,2013-10-28,150,1,134,134,134,4,4,0
9394,AW00020393,Kaitlyn White,81,NEW,2014-01-05,147,1,15,15,15,2,2,0
9395,AW00020394,Emma Butler,80,NEW,2013-07-03,153,1,1158,1158,1158,4,4,0
9396,AW00020395,Katherine Rogers,68,NEW,2013-07-14,153,1,1179,1179,1179,3,3,0
9397,AW00020396,Jason Simmons,80,NEW,2013-10-02,150,1,70,70,70,1,1,0
9398,AW00020397,Isaiah Gray,79,NEW,2013-10-16,150,1,79,79,79,3,3,0
9399,AW00020398,Jordan Collins,80,NEW,2013-06-09,154,1,69,69,69,3,3,0
9400,AW00020399,Benjamin Rodriguez,79,NEW,2013-07-21,153,1,1184,1184,1184,4,4,0
9401,AW00020400,Sydney Henderson,78,NEW,2013-07-06,153,1,1120,1120,1120,1,1,0
9402,AW00020401,Hannah Jenkins,79,NEW,2013-07-23,153,1,1184,1184,1184,4,4,0
9403,AW00020402,Vincent Liang,74,NEW,2013-06-16,154,1,5,5,5,1,1,0
9404,AW00020403,Mitchell Lal,75,NEW,2013-12-24,148,1,7,7,7,2,2,0
9405,AW00020404,Jorge Yang,72,NEW,2014-01-11,147,1,125,125,125,2,2,0
9406,AW00020405,Isaiah Campbell,43,NEW,2013-05-18,155,1,2563,2563,2563,2,2,0
9407,AW00020406,Felicia Munoz,73,NEW,2013-09-08,151,1,60,60,60,2,2,0
9408,AW00020407,Kristopher Vance,61,NEW,2013-08-14,152,1,5,5,5,1,1,0
9409,AW00020408,Isaac Morgan,43,NEW,2013-09-01,151,1,70,70,70,3,3,0
9410,AW00020409,Sophia Young,43,NEW,2013-08-15,152,1,15,15,15,2,2,0
9411,AW00020410,Richard Jackson,44,NEW,2013-04-10,156,1,50,50,50,3,3,0
9412,AW00020411,Cole James,44,NEW,2013-05-14,155,1,69,69,69,3,3,0
9413,AW00020412,David Jackson,43,NEW,2013-05-05,155,1,2528,2528,2528,3,3,0
9414,AW00020413,Taylor Powell,45,NEW,2013-03-23,157,1,50,50,50,3,3,0
9415,AW00020414,Amanda Bailey,44,NEW,2013-10-11,150,1,79,79,79,3,3,0
9416,AW00020415,Evelyn Sai,72,NEW,2013-08-13,152,1,14,14,14,2,2,0
9417,AW00020416,Dale Goel,66,REGULAR,2013-02-27,158,2,4118,2059,2059,2,2,15
9418,AW00020417,Bruce Vazquez,71,NEW,2013-04-17,156,1,68,68,68,3,3,0
9419,AW00020418,Joe Vazquez,71,REGULAR,2013-02-25,158,2,4207,2103,2103,4,4,15
9420,AW00020419,Billy Romero,64,NEW,2013-04-07,156,1,5,5,5,1,1,0
9421,AW00020420,Evelyn Mehta,70,REGULAR,2013-03-04,157,2,4132,2066,2066,4,4,17
9422,AW00020421,Victoria Alexander,40,NEW,2013-05-09,155,1,119,119,119,3,3,0
9423,AW00020422,Maria Brooks,40,NEW,2013-07-08,153,1,1134,1134,1134,3,3,0
9424,AW00020423,Alicia Goel,63,REGULAR,2013-03-21,157,2,4177,2088,2088,4,4,16
9425,AW00020424,Marie Romero,69,REGULAR,2013-03-16,157,2,4132,2066,2066,4,4,16
9426,AW00020425,Sabrina Torres,63,REGULAR,2013-03-04,157,2,4118,2059,2059,2,2,16
9427,AW00020426,Johnathan Perez,68,REGULAR,2013-03-09,157,2,4139,2069,2069,3,3,16
9428,AW00020427,Mario Raje,68,VIP,2013-08-19,152,2,5314,2657,2657,3,3,21
9429,AW00020428,Brent Ma,67,NEW,2014-01-17,147,1,30,30,30,1,1,0
9430,AW00020429,Curtis Gao,68,VIP,2013-08-28,152,2,5378,2689,2689,4,4,21
9431,AW00020430,Maurice Ashe,67,VIP,2013-07-26,153,2,6056,3028,3028,3,3,20
9432,AW00020431,Corey Raje,45,NEW,2013-09-26,151,1,15,15,15,2,2,0
9433,AW00020432,Juan Sanders,46,NEW,2013-11-07,149,1,15,15,15,2,2,0
9434,AW00020433,Chloe Taylor,46,NEW,2013-12-08,148,1,74,74,74,4,4,0
9435,AW00020434,Nathan Sharma,45,NEW,2013-07-06,153,1,1170,1170,1170,2,2,0
9436,AW00020435,Natalie Green,45,NEW,2013-07-16,153,1,50,50,50,3,3,0
9437,AW00020436,Anna Barnes,46,NEW,2013-07-30,153,1,1134,1134,1134,3,3,0
9438,AW00020437,Gabriella Howard,45,NEW,2013-07-12,153,1,1155,1155,1155,2,2,0
9439,AW00020438,Robert Scott,45,NEW,2013-04-11,156,1,70,70,70,3,3,0
9440,AW00020439,Chloe Rogers,42,NEW,2013-02-24,158,1,15,15,15,2,2,0
9441,AW00020440,Alexandra Hughes,42,NEW,2013-05-26,155,1,10,10,10,1,1,0
9442,AW00020441,Abigail Henderson,42,NEW,2013-08-25,152,1,40,40,40,2,2,0
9443,AW00020442,Jorge Chen,48,NEW,2013-05-15,155,1,2482,2482,2482,4,4,0
9444,AW00020443,Adrian Cox,45,NEW,2013-10-04,150,1,39,39,39,3,3,0
9445,AW00020444,Cara Zeng,60,VIP,2013-07-23,153,2,6085,3042,3042,5,5,20
9446,AW00020445,Barbara Deng,60,VIP,2013-07-23,153,2,6078,3039,3039,4,4,20
